postcode_sector,cluster_id,adjacent_sectors,transactions_12m,transactions_percentile,volume_score_0_100,median_price,value_band_min,value_band_max,value_fit_score_0_100,listings_growth_8w_pct,price_reductions_per_100,days_on_market_vs_baseline_pct,seller_intent_score_0_100,competition_level,competition_inverse_score_0_100,avg_drive_time_min,logistics_score_0_100,priority_score_0_100,tier,response_rate_pct,valuation_bookings,cpl_gbp,wow_score_change,confidence_flag,decision_note
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
