source,outcode,sold_date,address,postcode,price,bedrooms,tenure,sale_class,lat,lng,ingest_ts
propertydata/sold-prices,SP7,2025-12-03,"Flat 3, The Old Granary, Barton Hill, SP7 8DQ",SP7 8DQ,122500,,leasehold,old_stock,51.0079065,-2.1935956,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-12-03,"Furlong House, High Street, Shrewton, SP3 4DD",SP3 4DD,557000,,freehold,old_stock,51.1982567,-1.9019181,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-12-02,"10, Ridgeway Road, SP8 4GH",SP8 4GH,240000,,freehold,old_stock,51.0457941,-2.2813898,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-12-02,"39, Marlott Road, SP8 4FA",SP8 4FA,260000,,freehold,old_stock,51.0474665,-2.282641,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-12-02,"Sunnyside, Shaftesbury Road, SP8 4LJ",SP8 4LJ,325000,,freehold,old_stock,51.0330493,-2.2620901,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-12-02,"16, Vale View, SP7 8TJ",SP7 8TJ,472500,,freehold,old_stock,51.0172311,-2.1904247,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-12-01,"12, Morrison Avenue, Tisbury, SP3 6GX",SP3 6GX,670000,,freehold,old_stock,51.0681552,-2.0865158,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-28,"9, Cypress Way, SP8 4BY",SP8 4BY,170000,,freehold,old_stock,51.0401338,-2.2783432,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-28,"14, Roseberry Gardens, SP8 4RG",SP8 4RG,225000,,freehold,old_stock,51.0443496,-2.2775466,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-28,"The Old Stables, Station Road, SP8 4QA",SP8 4QA,270000,,freehold,old_stock,51.0346869,-2.2731483,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-28,"Lane End, Lydfords Lane, SP8 4NJ",SP8 4NJ,364000,,freehold,old_stock,51.037608,-2.2920106,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-28,"Laurenti, Rolls Bridge, SP8 4BB",SP8 4BB,380000,,freehold,old_stock,51.0399978,-2.2821736,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-28,"Japonica Cottage, Kings Court Road, SP8 4LD",SP8 4LD,400000,,freehold,old_stock,51.0343593,-2.2624823,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-28,"111, Blackmore Road, SP7 8RL",SP7 8RL,231500,,freehold,old_stock,51.0124807,-2.1824516,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-28,"8, Angel Lane, SP7 8DF",SP7 8DF,290000,,freehold,old_stock,51.0075509,-2.1943665,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-28,"Apple Cottage, Lower Wincombe Lane, Donhead St Mary, SP7 9DB",SP7 9DB,335000,,freehold,old_stock,51.0210276,-2.147603,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-28,"4, Thomas Hardy Drive, SP7 8SP",SP7 8SP,440000,,freehold,old_stock,51.0080591,-2.1831867,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-28,"Wardour Cottage, Watery Lane, Donhead St Mary, SP7 9DF",SP7 9DF,637500,,freehold,old_stock,51.0180508,-2.1393897,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-28,"4, Alexandra Terrace, Tisbury, SP3 6QA",SP3 6QA,400000,,freehold,old_stock,51.0697766,-2.0845406,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-27,"16, Station Road, Tisbury, SP3 6JR",SP3 6JR,252000,,freehold,old_stock,51.0620832,-2.0796797,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-26,"Glenton, Wavering Lane West, SP8 4NR",SP8 4NR,487500,,freehold,old_stock,51.0414493,-2.2896211,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-25,"1, Primrose Close, Wyke, SP8 4TX",SP8 4TX,270000,,freehold,old_stock,51.0411447,-2.2879558,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-25,"8, Sorrel Way, SP8 4TP",SP8 4TP,422500,,freehold,old_stock,51.0399982,-2.2914763,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-25,"22, Freame Way, SP8 4RA",SP8 4RA,560000,,freehold,old_stock,51.0334924,-2.2892698,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-25,"30, Meadway, Shrewton, SP3 4HE",SP3 4HE,550000,,freehold,old_stock,51.1885664,-1.8992975,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-25,"Riversdale, High Street, Fovant, SP3 5JL",SP3 5JL,735000,,freehold,old_stock,51.0574042,-1.9937009,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-24,"Old Wincombe Farm, Wincombe Lane, SP7 8QF",SP7 8QF,690000,,freehold,old_stock,51.0170204,-2.1879817,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-21,"Coopers Forge, Milton On Stour, SP8 5PZ",SP8 5PZ,160000,,freehold,old_stock,51.0563938,-2.2886355,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-21,"45, Palace Road, SP8 4PQ",SP8 4PQ,260000,,freehold,old_stock,51.0358225,-2.2650381,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-21,"21, Great Ground, SP7 8FE",SP7 8FE,280000,,freehold,old_stock,51.0111868,-2.1828742,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-21,"3, Hoeller Close, SP7 8FQ",SP7 8FQ,325000,3,freehold,old_stock,51.0083731,-2.1811686,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-21,"28, Gower Road, SP7 8RU",SP7 8RU,417500,,freehold,old_stock,51.0063082,-2.182139,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-21,"Cann Farm, Cann, SP7 0EF",SP7 0EF,1350000,,freehold,old_stock,50.9989897,-2.1800464,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-21,"8, The Butts, Shrewton, SP3 4LD",SP3 4LD,215000,,freehold,old_stock,51.1976003,-1.9043385,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-21,"3, West Farm Cottages, Fovant, SP3 5LJ",SP3 5LJ,387000,,freehold,old_stock,51.053028,-1.9980661,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-20,"41, Jay Walk, SP8 4GY",SP8 4GY,127500,,leasehold,old_stock,51.0325365,-2.2636045,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-19,"Castle Hill House, Bimport, SP7 8AX",SP7 8AX,510000,,freehold,old_stock,51.0057721,-2.2008097,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-19,"The Old Barn, Sutton Mandeville, SP3 5NG",SP3 5NG,930000,,freehold,old_stock,51.0544536,-2.0309383,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-18,"22, Anstee Road, SP7 8GT",SP7 8GT,205000,2,freehold,old_stock,51.0084528,-2.1817958,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-18,"4, Park Houses, East Knoyle, SP3 6AN",SP3 6AN,290000,,freehold,old_stock,51.0706526,-2.1713616,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-17,"49, Newtown, SP3 6NY",SP3 6NY,330000,,freehold,old_stock,51.0601134,-2.1224063,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-14,"37, Oake Woods, SP8 4QS",SP8 4QS,150000,,freehold,old_stock,51.0348377,-2.2742906,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-14,"15, Wiltshire Close, SP8 4LZ",SP8 4LZ,190000,2,freehold,old_stock,51.043701,-2.2820456,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-14,"24, Downsview Drive, SP8 4RL",SP8 4RL,230000,2,freehold,old_stock,51.046036,-2.2768175,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-14,"41, Maple Close, SP7 8RF",SP7 8RF,197000,,freehold,old_stock,51.0136566,-2.1874482,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-14,"8, Salisbury Street, SP7 8EJ",SP7 8EJ,220000,2,freehold,old_stock,51.0060785,-2.1937562,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-14,"St Nicholas Close, Dover Street, Stour Row, SP7 0QH",SP7 0QH,895000,,freehold,old_stock,50.9865365,-2.2684751,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-14,"Shooters Lodge, Shooters Lane, SP7 8EZ",SP7 8EZ,1712870,,freehold,old_stock,51.0053501,-2.1950361,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-13,"3, Burton Close, SP7 8SW",SP7 8SW,215000,2,freehold,old_stock,51.0077286,-2.1838459,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-13,"31, Maple Road, SP7 8FR",SP7 8FR,245000,3,freehold,old_stock,51.0068752,-2.1806171,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-13,"3, Badger Walk, SP7 8FY",SP7 8FY,405000,4,freehold,old_stock,51.0033079,-2.1807017,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-12,"1, Ash Close, SP7 8RA",SP7 8RA,290000,4,freehold,old_stock,51.0128019,-2.1856878,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-07,"43, Church View, SP8 4XE",SP8 4XE,249500,,freehold,old_stock,51.0364821,-2.2793921,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-07,"73, Queens Road, Tisbury, SP3 6JW",SP3 6JW,290000,4,freehold,old_stock,51.0656637,-2.0755087,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-06,"Wintergreen, Common Mead Avenue, SP8 4NB",SP8 4NB,365000,2,freehold,old_stock,51.0364258,-2.2808829,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-11-06,"Amick Cottage, 5, Long Cross, SP7 8QP",SP7 8QP,380000,,freehold,old_stock,51.0089324,-2.211831,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-11-04,"3, Weaveland Road, Tisbury, SP3 6HJ",SP3 6HJ,265000,2,freehold,old_stock,51.0657389,-2.0811759,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-03,"26, Marlott Road, SP8 4FA",SP8 4FA,237000,,freehold,old_stock,51.0477869,-2.2830362,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-03,"6, Sutton Close, SP8 4QN",SP8 4QN,330000,,freehold,old_stock,51.0367349,-2.283551,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-11-03,"Grosvenor, Wyke Road, SP8 4NG",SP8 4NG,451000,5,freehold,old_stock,51.0383951,-2.2858739,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-31,"6, Broad Acres, SP8 4SB",SP8 4SB,294000,2,freehold,old_stock,51.0456151,-2.2742765,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-31,"20, Legg Road, SP7 8GP",SP7 8GP,225000,2,freehold,old_stock,51.0041344,-2.1813182,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-31,"The Beeches, Sutton Mandeville, SP3 5NL",SP3 5NL,681500,,freehold,old_stock,51.0483306,-2.0284234,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-31,"Rectory Paddock, Little Langford, SP3 4NU",SP3 4NU,815000,4,freehold,old_stock,51.1291498,-1.9305112,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-30,"5, Broad Acres, SP8 4SB",SP8 4SB,200000,2,freehold,old_stock,51.0460374,-2.2739753,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-30,"5, Coppice Street, SP7 8PD",SP7 8PD,280000,,freehold,old_stock,51.0062115,-2.1930039,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-29,"9, Cerne Avenue, SP8 4FW",SP8 4FW,252500,3,freehold,old_stock,51.0319921,-2.2578979,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-28,"Old School House, Tout Hill, SP7 8LX",SP7 8LX,832000,,freehold,old_stock,51.0071736,-2.2009404,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-27,"10, St Johns Close, Donhead St Mary, SP7 9NB",SP7 9NB,285000,2,freehold,old_stock,51.0033075,-2.1408221,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-24,"20, Weatherbury Road, SP8 4FE",SP8 4FE,230000,,freehold,old_stock,51.046231,-2.2825592,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-24,"6, Kingfisher Avenue, SP8 4GL",SP8 4GL,320000,4,freehold,old_stock,51.0307926,-2.2614642,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-24,"24, Imber Road, SP7 8RX",SP7 8RX,340000,,freehold,old_stock,51.0078944,-2.1838211,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-24,"20, Queens Road, Tisbury, SP3 6JN",SP3 6JN,255000,3,freehold,old_stock,51.0651848,-2.077911,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-23,"2, New Stud Cottages, Sandley, SP8 5DY",SP8 5DY,485000,,freehold,old_stock,51.0220359,-2.3289419,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-23,"98, Mount Pleasant, Tisbury, SP3 6JD",SP3 6JD,368000,3,freehold,old_stock,51.0611157,-2.0883332,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-23,"Church View, St Marys Road, Dinton, SP3 5HH",SP3 5HH,795000,3,freehold,old_stock,51.0852668,-1.9880918,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-20,"19, Camelot Way, SP8 4SY",SP8 4SY,190000,2,freehold,old_stock,51.036909,-2.2907601,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-17,"Malt House, Stable 4, Bay Road, SP8 4EW",SP8 4EW,135000,,leasehold,old_stock,51.0427409,-2.2684203,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-16,"50, Sweetmans Road, SP7 8EH",SP7 8EH,152500,,freehold,old_stock,51.0127631,-2.1866729,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-15,"6, Maycroft, Bourton, SP8 5FR",SP8 5FR,440000,,freehold,old_stock,51.0774067,-2.3157343,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-15,"Riverside, Wavering Lane East, SP8 4NX",SP8 4NX,525000,4,freehold,old_stock,51.0430819,-2.2820199,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-15,"Nutbush, Compton Abbas, SP7 0NH",SP7 0NH,557720,,freehold,old_stock,50.9649452,-2.1856106,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-15,"Elbury House, Hawkcombe Lane, Compton Abbas, SP7 0NN",SP7 0NN,687500,3,freehold,old_stock,50.9643971,-2.1905961,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-14,"Cosynest, Upper Backway, Shrewton, SP3 4DE",SP3 4DE,342000,2,freehold,old_stock,51.1978563,-1.9005101,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-13,"4, Woodpecker Meadow, SP8 4GB",SP8 4GB,195000,2,freehold,old_stock,51.03047,-2.2616367,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-13,"10, Thurstin Way, SP8 4FN",SP8 4FN,325000,2,freehold,old_stock,51.0462461,-2.2756055,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-13,"43, Freame Way, SP8 4RA",SP8 4RA,405000,2,freehold,old_stock,51.0345371,-2.2900676,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-13,"5, Win Green View, SP7 8SR",SP7 8SR,270000,,freehold,old_stock,51.0080329,-2.1846299,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-13,"3, Bleax Close, East Orchard, SP7 0AU",SP7 0AU,335000,3,freehold,old_stock,50.964641,-2.2390947,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-13,"58, Church Street, Tisbury, SP3 6NH",SP3 6NH,500201,2,freehold,old_stock,51.0621305,-2.0810333,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-10,"1, Floramour Place, SP8 4BF",SP8 4BF,340000,4,freehold,old_stock,51.0393012,-2.2783323,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-10,"4, Parsons Pool, SP7 8AL",SP7 8AL,150000,1,leasehold,old_stock,51.0070184,-2.196726,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-10,"44, Vale View, SP7 8TJ",SP7 8TJ,324000,3,freehold,old_stock,51.0176279,-2.1903836,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-10,"3, St Johns Close, Tisbury, SP3 6PN",SP3 6PN,295000,3,freehold,old_stock,51.061074,-2.0836603,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-09,"18, Meadowcroft, SP8 4SR",SP8 4SR,85000,2,leasehold,old_stock,51.031924,-2.2707146,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-09,"Flat 14, Barnaby Mill, Barnaby Mead, SP8 4AD",SP8 4AD,150000,2,leasehold,old_stock,51.039572,-2.2737747,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-09,"2, Church Street, West Stour, SP8 5RL",SP8 5RL,467500,6,freehold,old_stock,51.0028284,-2.3078362,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-09,"3, Meadow View, Winterbourne Stoke, SP3 4SS",SP3 4SS,270000,,freehold,old_stock,51.166081,-1.8923996,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-08,"Birchlea, Shepherds Hill, Buckhorn Weston, SP8 5HX",SP8 5HX,325000,2,freehold,old_stock,51.0262867,-2.3403018,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-08,"38, Blackmore Road, SP7 8RD",SP7 8RD,168000,1,freehold,old_stock,51.013449,-2.1841986,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-08,"2, Knapp Hollow, Tisbury, SP3 6DQ",SP3 6DQ,717000,3,freehold,old_stock,51.0628703,-2.0850275,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-06,"9, Church View, SP8 4XE",SP8 4XE,390000,,freehold,old_stock,51.0355039,-2.2793596,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-10-06,"9, Paradise Meadow, Tisbury, SP3 6DG",SP3 6DG,335000,3,freehold,old_stock,51.0623817,-2.0824447,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-03,"Mead Court, 6, Common Mead Lane, SP8 4ND",SP8 4ND,148000,,leasehold,old_stock,51.0366472,-2.2813881,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-03,"5, Regency Court, SP8 4TY",SP8 4TY,168250,2,freehold,old_stock,51.0374118,-2.2884461,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-03,"41, Claremont Avenue, SP8 4RH",SP8 4RH,245000,2,freehold,old_stock,51.0455872,-2.2752382,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-03,"5, Victoria Terrace, SP8 4BE",SP8 4BE,250000,,freehold,old_stock,51.0392448,-2.2783778,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-10-03,"65, Blackmore Road, SP7 8RD",SP7 8RD,97000,1,leasehold,old_stock,51.0130856,-2.1837459,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-01,"7, King Edmund Court, SP8 4DL",SP8 4DL,138000,,leasehold,old_stock,51.0397744,-2.2805815,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-01,"The Malthouse, Lodge 4, Bay Road, SP8 4EW",SP8 4EW,164000,,leasehold,old_stock,51.0427409,-2.2684203,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-10-01,"17, Pimpernel Court, SP8 4UW",SP8 4UW,190000,2,freehold,old_stock,51.0395964,-2.2886308,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-30,"5, Stour Meadows, SP8 4SG",SP8 4SG,412000,4,freehold,old_stock,51.0344825,-2.2838643,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-30,"Zig Zag View, East Melbury, SP7 0DR",SP7 0DR,335000,,freehold,old_stock,50.9869499,-2.1609934,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-27,"10, Elm Close, Motcombe, SP7 9HN",SP7 9HN,440000,,freehold,old_stock,51.0377918,-2.2218465,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-26,"10, Maple Way, SP8 4RR",SP8 4RR,218000,,freehold,old_stock,51.0355449,-2.2871328,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-26,"14, Barnaby Mead, SP8 4AL",SP8 4AL,365000,,freehold,old_stock,51.039572,-2.2737747,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-26,"32, Lane Side, SP7 8EA",SP7 8EA,202000,,freehold,old_stock,51.0108921,-2.1892095,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-26,"67, Maple Road, SP7 8FR",SP7 8FR,210000,,freehold,old_stock,51.0068734,-2.1806164,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-26,"76, Foxglove Crescent, SP7 8UF",SP7 8UF,351500,,freehold,new_build,51.0141273,-2.1834978,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-26,"53, St Georges Road, SP7 8NJ",SP7 8NJ,440000,4,freehold,old_stock,51.003387,-2.1867251,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-26,"Vista Cottage, Stour Row, SP7 0QF",SP7 0QF,700000,4,freehold,old_stock,50.9891976,-2.2566884,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-09-26,"Pear Tree Cottage, Shrewton, SP3 4JE",SP3 4JE,350000,2,freehold,old_stock,51.1936313,-1.905187,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-09-26,"Brookway, Tisbury Road, Fovant, SP3 5JT",SP3 5JT,612500,4,freehold,old_stock,51.0593848,-1.9970007,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-09-24,"17, Clarendon Close, Dinton, SP3 5HG",SP3 5HG,345000,3,freehold,old_stock,51.0840399,-1.9778921,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-22,"65, Sweetmans Road, SP7 8EH",SP7 8EH,245000,,freehold,old_stock,51.0128294,-2.1872132,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-19,"78, Maple Way, SP8 4RR",SP8 4RR,270000,3,freehold,old_stock,51.0355666,-2.287053,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-19,"3, Rookery Close, SP8 4LH",SP8 4LH,417000,3,freehold,old_stock,51.0332691,-2.2609501,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-18,"6, Clarendon Close, SP8 4NL",SP8 4NL,368000,,freehold,old_stock,51.0375668,-2.2927656,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-18,"5, Maycroft, Bourton, SP8 5FR",SP8 5FR,368000,,freehold,old_stock,51.07776,-2.3154244,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-18,"Motcombe Grange, 27, The Street, Motcombe, SP7 9HJ",SP7 9HJ,225000,,leasehold,old_stock,51.0343437,-2.2205531,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-16,"Flat 12, Nexus, Addison Close, SP8 4LR",SP8 4LR,90000,,leasehold,old_stock,51.0326065,-2.2708005,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-15,"18, Maple Road, SP7 8FR",SP7 8FR,260000,3,freehold,old_stock,51.0068757,-2.1806173,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-12,"130, Maple Way, SP8 4RR",SP8 4RR,235000,2,freehold,old_stock,51.0354768,-2.2852579,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-12,"36, Great Ground, SP7 8FF",SP7 8FF,245000,,freehold,old_stock,51.0115658,-2.1831388,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-12,"3, Indus Road, SP7 8FU",SP7 8FU,285000,4,freehold,old_stock,51.0077257,-2.1801302,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-12,"32, Fairlane, SP7 8RT",SP7 8RT,390000,,freehold,old_stock,51.0053981,-2.1858509,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP3,2025-09-11,"Paynes Farm, High Street, Tilshead, SP3 4RZ",SP3 4RZ,643000,4,freehold,old_stock,51.2306944,-1.953669,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-10,"Devon Cottage, East Street, Bourton, SP8 5QU",SP8 5QU,495000,2,freehold,old_stock,51.0723491,-2.3286016,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-10,"Dovehayes, Mill Lane, Bourton, SP8 5DA",SP8 5DA,955000,5,freehold,old_stock,51.0764205,-2.3239752,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-09,"36, Greenacre Way, SP7 8FT",SP7 8FT,208000,3,freehold,old_stock,51.0026244,-2.1795455,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-08,"33, Honeyfields, SP8 4TN",SP8 4TN,305000,4,freehold,old_stock,51.0470947,-2.2780071,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-08,"15, Horsehill Place, Donhead St Mary, SP7 9EY",SP7 9EY,300000,3,freehold,old_stock,51.0028154,-2.1374916,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP8,2025-09-05,"2, Foxglove Close, Wyke, SP8 4TW",SP8 4TW,525000,3,freehold,old_stock,51.0407309,-2.2855634,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-05,"74, Blackmore Road, SP7 8RL",SP7 8RL,165500,1,freehold,old_stock,51.0140161,-2.1860411,2026-02-16T14:24:08.993Z
propertydata/sold-prices,SP7,2025-09-05,"The Old Telephone Exchange, The Mead, Fontmell Magna, SP7 0PH",SP7 0PH,200000,1,freehold,old_stock,50.9497265,-2.1912979,2026-02-16T14:24:08.993Z
